email,SubId1,SubId2,SubId3,SubId4,SubId5,SubId6,SubId7,SubId8,SubId9,SubId10,SubId11,SubId12,SubId13,SubId14,SubId15,Token1,Token2,Token3,Token4,Token5,Token6,Token7,Token8,Token9,Token10,Token11,Token12,Token13,Token14,Token15,ResourceGName,ResourceGNameT,ResourceGNameH,ResourceGNameF,ResourceGNameI,clusterName,clusterNameTwo,clusterNameThree,clusterNameFour,clusterNameFive,HostedServiceName,VMName,HostedServiceNameT,HostedServiceNameH,VMNameT,VMNameH,VMNameF,VMNameI,Customer,ServiceId,ServiceIdT,ServiceIdH,ServiceIdF,ServiceIdI,DeploymentId,DeploymentIdT,DeploymentIdH,ClusterResourceGName,ClusterResourceGNameT,ClusterResourceGNameH,ClusterResourceGNameF,ClusterResourceGNameI,ClusterResourceGNameS,ServiceIdS,APPOne,APPT,APPH,APPF,APPI,SubscriptionName,SubscriptionNameT,SubscriptionNameH,EnrollmentNumber,MSStandEncoderCN,SoneMRUnitsCN,StwoMRUnitsCN,SthrMRUniteCN,website,BAStandardSUCN,SQLDataGA,SernameOne,SernameTwo,SernameThr,Sernamefou,Sernamefiv,clusterID,clusterIDTWO,clusterIDThree,SubId16,SubId17,SubId18,SubId19,SubId20,VMNameS,VMNameE,VMNameG,VMNameN,VMNameTEN,VMNameL,VMNameW,VMNameR,VMNameO,VMNameV,ResourceGNameS,ResourceGNameE,ResourceGNameG,ResourceGNameN,clusterIDFour,Resourcename,ResourcenameT,ResourcenameH,ResourcenameF,ServiceIdE,ImageNameone,ImageNametwo,NewImageone,NewImagetwo,ICPID
543137134@qq.com,4bae565a-2165-46f3-8e79-b2c1e86c89b5,,,,,,,,,,,,,,,"4bae565a-2165-46f3-8e79-b2c1e86c89b5, 公司使用系统",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429830521@qq.com,d61bae49-44bf-4765-aa5a-c9312f9ba2c1,,,,,,,,,,,,,,,"d61bae49-44bf-4765-aa5a-c9312f9ba2c1, 提前支付",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850277750@qq.com,7b8dd118-a84e-4c2a-a672-299be2a79bc7,,,,,,,,,,,,,,,"7b8dd118-a84e-4c2a-a672-299be2a79bc7, 提前支付",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543169072@qq.com,76a47c0a-3a97-4d21-87cd-63afb6601fb1,,,,,,,,,,,,,,,"76a47c0a-3a97-4d21-87cd-63afb6601fb1, 提前支付",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a83@agiwork.com,5d1a8841-f434-430f-b565-f9d9a09e5419,,,,,,,,,,,,,,,"5d1a8841-f434-430f-b565-f9d9a09e5419, AGIYUN83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574520953@qq.com,1389c598-443c-4b14-a9a5-1b8bfc9ed4ab,1980b1f8-72c2-415a-ac73-8458097adfd2,504a60cd-ff06-432c-9f50-5e146954769b,,,,,,,,,,,,,"1389c598-443c-4b14-a9a5-1b8bfc9ed4ab, PESCHOOL","1980b1f8-72c2-415a-ac73-8458097adfd2, MOSAANDNASA",,,,,,,,,,,,,,,,,,,,,,,,mosaAtBeijing2,AzbVM5414,,,mosaAtBeijing2,peschool,,,Wall Street English Training Center (Shanghai) Company Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexander.xu@aleido.com,974ebf56-f2ce-40eb-9da5-b590d005a369,,,,,,,,,,,,,,,"974ebf56-f2ce-40eb-9da5-b590d005a369, PAY-IN-ADVANCE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin@sansevip.partner.onmschina.cn,a0e8c2d0-de1c-4c25-aa27-9dd3bfa25a42,,,,,,,,,,,,,,,"a0e8c2d0-de1c-4c25-aa27-9dd3bfa25a42, 提前支付",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anamika.kumari@cat.com,00759a8a-a576-4f64-8005-08c85929b0fa; 062f67f2-bad0-4c65-beb1-7a264947f7aa; 145bb824-1f19-413b-ac55-49e33fd1395b; 1ef6becb-3549-4542-abaf-e2fd7e0d5e01; 26c90e21-04dd-4f17-97a5-6b29df6d5fcc; 27ddbbd6-94e2-4607-aea8-90bee0a3f2dd; 2b62623a-b7fc-484e-b402-ce5842c28196; 32af2000-2f69-4d87-91ff-9377c4c56da8; 338fb24a-a7aa-4805-9d33-b30ba9b682e5; 33927f0a-9536-4058-8c46-131eaca7318d; 364f2f1e-f770-4f08-8f5f-4ed657aa9cee; 386bcf1c-4093-40a7-ae02-925bd17eef11; 4853804f-8cd4-4be7-b21f-bec898040eb0; 4a040dde-4023-4fad-b45a-a5de96acb13a; 533855b6-5332-4465-8894-1fbb212cf0c6; 5e7ea49d-8375-4f11-b411-c79be524f8b6; 635d3f16-e8c3-48cd-8385-e89bc0789b5f; 663a4d44-ed3d-4f58-9a2a-079461869124; 669f9743-b59c-4e67-9fd8-da99c8e717ec; 67d48765-aa1b-49ac-a3ed-bf0eef54e469; 6d653250-c716-49c9-a70e-0d50a9284569; 6f55fb2d-41e8-4616-af89-827657b2d155; 7b4b0133-96a3-40b8-8392-9f0734145b48; 7e42436e-8488-41b7-adac-0c057bd8c6f7; 9421fdc1-cdef-44d0-a81f-7e5696dc441a; 9550c08e-e159-4587-83ff-855d13afedf4; 9e137aaa-2faa-45a2-b464-b195a63cb68b; a0318d43-eb51-48da-a29d-9fac97aea9f3; a187db31-f5cc-4f92-bf64-bc2ef75bf2ac; a2920cf6-7e7d-45a9-b9ee-4af6634e25be; a7ef8268-9966-46c8-91c4-46ea6de5c9bb; adaef98b-06ee-407d-ace6-199e30e8e046; b5f97b6b-73ad-481b-b0eb-f9d8e1b91873; b8703717-0b1c-4186-9652-997429e50308; bb0900f8-d3cb-4272-9bde-947cf641187e; c126dc3f-6f6f-4d37-95a0-d9d789954e45; ce47d7d7-2053-401f-87e3-4c056e34c290; d0fbfa95-bf16-4b78-9b6d-7cd57a21aa7c; d2b82f57-4a43-4215-b364-4548bdeb5bb1; d62fb250-53db-4a05-ac63-2530b64c20b5; d7b4e1cc-f4bb-44bf-a4c1-d07bf9bfbe4a; e013fdc6-ce17-4de8-96cb-cd76a92d14dc; e395434c-3e3f-44ab-a364-eef2b8d65b7e; e546b5f6-ed2d-4b5a-ad2e-ae7e087f55f9; e5558cda-e63c-4d29-91ce-eb47d9a664b1; ee7eefdf-06e4-4ddc-84f7-4e30da598ffb; f30de622-967a-4907-841b-40b429e9b51b; f892bff2-2932-4be6-98c6-bc9bfdabcdd0; f90f02cf-0072-407b-be50-a49952753516,,,,,,,,,,,,,,,"145bb824-1f19-413b-ac55-49e33fd1395b, CQL_PARTS_IDENTITIFICATION_SYS_PROD","386bcf1c-4093-40a7-ae02-925bd17eef11, CORE SERVICES NONPROD","635d3f16-e8c3-48cd-8385-e89bc0789b5f, CXL_LABEL_VERIFICATION_PROD","6f55fb2d-41e8-4616-af89-827657b2d155, CQL_SEM_BRAND_WEBSITE_NONPROD","a2920cf6-7e7d-45a9-b9ee-4af6634e25be, CXL_LABEL_VERIFICATION_QA","bb0900f8-d3cb-4272-9bde-947cf641187e, CQL_SEM_BRAND_WEBSITE_PROD","c126dc3f-6f6f-4d37-95a0-d9d789954e45, CQL_DCP_VCP_PROD","f892bff2-2932-4be6-98c6-bc9bfdabcdd0, CQL_PARTS_IDENTITIFICATION_SYS_NONPROD","f90f02cf-0072-407b-be50-a49952753516, CQL_DCP_VCP_NONPROD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astroio@outlook.com,be6fb284-239d-459a-9cb6-c6d199bbac2e,,,,,,,,,,,,,,,"be6fb284-239d-459a-9cb6-c6d199bbac2e, PAY-IN-ADVANCE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alan_shi@systex.com.cn,8f56ecfa-ca21-4ebf-9eec-b383ba6083e8,a3af152f-4a4e-4e26-a9e3-e95e704a15f0,e5817ba4-829d-4602-a6fa-d8922ca02213,,,,,,,,,,,,,"8405a010-636b-45d0-9591-ac92721ff41c, 对外应用","8f56ecfa-ca21-4ebf-9eec-b383ba6083e8, 研发","e5817ba4-829d-4602-a6fa-d8922ca02213, 云服务实验",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V5702111S0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin@musicbravo.net,3c53b25f-e3bc-4f00-ab90-759f519bafd7,,,,,,,,,,,,,,,"3c53b25f-e3bc-4f00-ab90-759f519bafd7, 标准预付费服务(CONVERTED TO EA)",,,,,,,,,,,,,,,,,,,,,,,,,MusicBravo,MusicBravo,,,,,,,"Beijing Music Bravo Tech Co., Ltd.",标准预付费服务(CONVERTED TO EA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure@percher.com.cn,6ba2f7bb-3861-4b2d-9fe9-81c3ae62bf0e,,,,,,,,,,,,,,,"6ba2f7bb-3861-4b2d-9fe9-81c3ae62bf0e, 提前支付",,,,,,,,,,,,,,,,,,,,,,,,,qihe2008,qihe2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure_china@euroland.com,29d6f979-b8fc-4e9e-85f2-3ea88a1859d4,,,,,,,,,,,,,,,"29d6f979-b8fc-4e9e-85f2-3ea88a1859d4, STANDARD PAY-IN-ADVANCE OFFER",,,,,,,,,,,,,,,,,,,,,,,,,c-mon-north,c-mon-north,,,euircn,euircn-test,,,EUROLAND IR,,,,,,1e159846da6e4fddbb47d1692049e4a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azureadmincn@myib.com,3525cddd-06c8-440d-a565-24560735eab3,,,,,,,,,,,,,,,"3525cddd-06c8-440d-a565-24560735eab3, PAY-IN-ADVANCE, /subscriptions/3525cddd-06c8-440d-a565-24560735eab3/resourceGroups/CNResGroup2/providers/Microsoft.Network/virtualNetworkGateways/CNVPNGateway2, China East 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adbowe@mmm.com,263b59d7-a47e-401d-9c7c-16ece7588543,f61a94e5-efe8-4a2b-a8e4-ae4cf9c3d871,,,,,,,,,,,,,,"9380ba53-d10e-4816-b290-eb69631b1160, 3M-CCOECN04-SECOPS",,,,,,,,,,,,,,,CNWEP01-Prod-Aks-01-rg,Derrick_Wu,CNWEP01-Staging-Aks-01-rg,3M-ISRC05-SecOps-RD-DefaultRG,,wechat-prod-aks,ChinaAKSTest01,wechat-staging-aks,3m-isrc05-secops-rd-aks-01,,,,,,,,,,,V5701912S0730,CNWEB01-STAGING-PG10,,,,,,,3m-isrc05-secops-rd-aks-01;3M-ISRC05-SecOps-RD-DefaultRG,"wechat-staging-aks;CNWEP01-Staging-Aks-01-rg, wechat-prod-aks;CNWEP01-Prod-Aks-01-rg",ChinaAKSTest01;Derrick_Wu,ISRC08-east2-pr-k8s;ISRC08-east2-pr-dvycld-resources-rg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-hawang@deloittecn.deloitte.com.cn,7acd4ec2-a2cd-48cd-bdef-ca239a068982,,,,,,,,,,,,,,,"d95def07-333a-4046-8449-a74346a37d88, CN-AZSUB-APA-AUD-OMNIA-PRD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allen.fa.fan@bmw.com,344199a1-f9a7-42ce-a4c4-cca6feee5367,ca4cd8eb-8acd-4cd5-aac8-b9cfcd29d93f,,,,,,,,,,,,,,"159d57da-d517-46d0-9a8a-16ce6230402d, VD-CN3 Middleware","285253d3-965f-46a2-91d7-ee006ada3f15, OtD_Dev-dev","4dbc713a-4595-4eb5-97cd-fb77a3d66896, DP_PrediMA_prod-prod","91ac7acb-e052-4876-b3a2-e08f543b0172, Automation_Prod","d765acd1-0461-442f-97ca-517923aa2cf7, Cloud Foundation - SIEM (BMWCN)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V5701903S0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
backend@goldensmarthome.com.tw,99beb378-dadc-4baf-a438-a8a0b9428064,,,,,,,,,,,,,,,"99beb378-dadc-4baf-a438-a8a0b9428064, 中��AZURE �A付��",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagley_joel_b@cat.com,00759a8a-a576-4f64-8005-08c85929b0fa; 062f67f2-bad0-4c65-beb1-7a264947f7aa; 145bb824-1f19-413b-ac55-49e33fd1395b; 1ef6becb-3549-4542-abaf-e2fd7e0d5e01; 26c90e21-04dd-4f17-97a5-6b29df6d5fcc; 27ddbbd6-94e2-4607-aea8-90bee0a3f2dd; 2b62623a-b7fc-484e-b402-ce5842c28196; 32af2000-2f69-4d87-91ff-9377c4c56da8; 338fb24a-a7aa-4805-9d33-b30ba9b682e5; 33927f0a-9536-4058-8c46-131eaca7318d; 364f2f1e-f770-4f08-8f5f-4ed657aa9cee; 386bcf1c-4093-40a7-ae02-925bd17eef11; 4853804f-8cd4-4be7-b21f-bec898040eb0; 4a040dde-4023-4fad-b45a-a5de96acb13a; 533855b6-5332-4465-8894-1fbb212cf0c6; 5e7ea49d-8375-4f11-b411-c79be524f8b6; 635d3f16-e8c3-48cd-8385-e89bc0789b5f; 663a4d44-ed3d-4f58-9a2a-079461869124; 669f9743-b59c-4e67-9fd8-da99c8e717ec; 67d48765-aa1b-49ac-a3ed-bf0eef54e469; 6d653250-c716-49c9-a70e-0d50a9284569; 6f55fb2d-41e8-4616-af89-827657b2d155; 7b4b0133-96a3-40b8-8392-9f0734145b48; 7e42436e-8488-41b7-adac-0c057bd8c6f7; 9421fdc1-cdef-44d0-a81f-7e5696dc441a; 9550c08e-e159-4587-83ff-855d13afedf4; 9e137aaa-2faa-45a2-b464-b195a63cb68b; a0318d43-eb51-48da-a29d-9fac97aea9f3; a187db31-f5cc-4f92-bf64-bc2ef75bf2ac; a2920cf6-7e7d-45a9-b9ee-4af6634e25be; a7ef8268-9966-46c8-91c4-46ea6de5c9bb; adaef98b-06ee-407d-ace6-199e30e8e046; b5f97b6b-73ad-481b-b0eb-f9d8e1b91873; b8703717-0b1c-4186-9652-997429e50308; bb0900f8-d3cb-4272-9bde-947cf641187e; c126dc3f-6f6f-4d37-95a0-d9d789954e45; ce47d7d7-2053-401f-87e3-4c056e34c290; d0fbfa95-bf16-4b78-9b6d-7cd57a21aa7c; d2b82f57-4a43-4215-b364-4548bdeb5bb1; d62fb250-53db-4a05-ac63-2530b64c20b5; d7b4e1cc-f4bb-44bf-a4c1-d07bf9bfbe4a; e013fdc6-ce17-4de8-96cb-cd76a92d14dc; e395434c-3e3f-44ab-a364-eef2b8d65b7e; e546b5f6-ed2d-4b5a-ad2e-ae7e087f55f9; e5558cda-e63c-4d29-91ce-eb47d9a664b1; ee7eefdf-06e4-4ddc-84f7-4e30da598ffb; f30de622-967a-4907-841b-40b429e9b51b; f892bff2-2932-4be6-98c6-bc9bfdabcdd0; f90f02cf-0072-407b-be50-a49952753516,,,,,,,,,,,,,,,"145bb824-1f19-413b-ac55-49e33fd1395b, CQL_PARTS_IDENTITIFICATION_SYS_PROD","386bcf1c-4093-40a7-ae02-925bd17eef11, CORE SERVICES NONPROD","635d3f16-e8c3-48cd-8385-e89bc0789b5f, CXL_LABEL_VERIFICATION_PROD","6f55fb2d-41e8-4616-af89-827657b2d155, CQL_SEM_BRAND_WEBSITE_NONPROD","a2920cf6-7e7d-45a9-b9ee-4af6634e25be, CXL_LABEL_VERIFICATION_QA","bb0900f8-d3cb-4272-9bde-947cf641187e, CQL_SEM_BRAND_WEBSITE_PROD","c126dc3f-6f6f-4d37-95a0-d9d789954e45, CQL_DCP_VCP_PROD","f892bff2-2932-4be6-98c6-bc9bfdabcdd0, CQL_PARTS_IDENTITIFICATION_SYS_NONPROD","f90f02cf-0072-407b-be50-a49952753516, CQL_DCP_VCP_NONPROD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an.jing@vstecs.com,037f915a-4a90-47af-87e0-fafc91d9d8a0; 0e7e4ac5-286d-4bf7-b4b8-63231b21372a; 2beb634d-f1eb-4e03-b568-3275d3dc2529; 3b09da0a-9643-44af-828e-78523e14ce0a; 3d56c971-0c0a-4d6a-a4a4-6997919346a0; 4cd3ae2c-db0d-4896-9caf-d57ee2c52bca; 4d04e391-57cd-4ec4-86a6-1cbefc24bd94; 55e96981-9d90-4ed2-a0cb-9ccec74a734f; 5f42fea3-e5f6-474e-a8a0-f21e47e55e29; 731020f3-3831-4eee-8a56-7b6b80d18275; 7e7a3dfc-d01d-4730-93f1-d4b968560681; 8bb3b0e7-b31c-469b-8dd8-37b698dca33b; a421ff84-1b0d-4e12-bbda-dade6fde5f38; b555152f-c5df-4ddd-ad06-e43c4313e3ee; c329bac7-f74b-41fa-95ac-d91e2b743234; cdf79280-86db-4e85-b214-60b96f83fb07; d1cef6f5-e905-427f-a31f-ce5bb0a6eff2; d3866f97-1e3a-4636-bad9-f70660a4c79e; d512ae04-36e2-42b8-a4c7-edb41430a0ce; dc5fbae0-f8cc-477d-86d2-3541b95853be; e0ebcaed-3aab-41a9-bd8e-fff6a626196e; ea244f63-e73c-436d-ac22-d0fbc61b8e7b; edf8085f-f108-4d56-9aee-72e9c4289527,,,,,,,,,,,,,,,"c4e7c552-bba3-4306-bd25-5324737ebfa6, WINDOWS AZURE 企业, /subscriptions/c4e7c552-bba3-4306-bd25-5324737ebfa6/resourceGroups/schueco-website/providers/Microsoft.Network/virtualNetworkGateways/schueco-website-vpn, China East 2","d72462e6-35b8-4a0c-9610-bd5c1fcf0e33, WINDOWS AZURE 企业, /subscriptions/d72462e6-35b8-4a0c-9610-bd5c1fcf0e33/resourceGroups/dvtcnhub/providers/Microsoft.Network/virtualNetworkGateways/dvtcnhub-vpn, China North 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICROSOFT AZURE ENTERPRISE 试用版(CONVERTED TO EA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baoning.guo@volkswagen.com.cn,293ec2cf-6553-45d9-b420-1bf720d49859,,,,,,,,,,,,,,,"426063d5-040b-4258-b6d2-2be703ce2970, CTF23-ADP-001","62a1ac43-ef2d-4743-8934-ee20d80bf1fc, CTC14-ORUnext CHN-Demo","8c72a59e-cfcc-458d-9cdd-342f1a40fdd1, CTC14-ORUnext CHN-Live","f6b1f85a-4441-400e-ab13-8281801b64a9, CTC14-ORUnext CHN-Approval",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benjamin.yan@geneseeq.com,c691c123-7345-4dda-89fa-d08cb2331c34,,,,,,,,,,,,,,,"c691c123-7345-4dda-89fa-d08cb2331c34, PAY-IN-ADVANCE(CONVERTED TO EA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bigbenzhong@126.com,3f06b372-49cf-4abc-bf48-91952667e104,,,,,,,,,,,,,,,"3f06b372-49cf-4abc-bf48-91952667e104, CAF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
